Movie Name,Address,Rating,Year,Date,Closed Captioning,Zip,Park Name
Back to the Future Part II,"Lake Meadows Park, Douglas, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG,2015,2015-07-13,Y,60616,Lake Meadows Park
How to Train Your Dragon 2,,PG,2015,2015-06-12,Y,60614,Bauler Playlot Park
Rio 2,"Fosco Park, 1312, Roosevelt Square, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",G,2015,2015-08-14,Y,60608,Fosco Park
Night at the Museum: Secret of the Tomb,"Green Briar Park, 2650, Arcadia Terrace, West Ridge, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",PG,2015,2015-08-07,Y,60659,Green Briar Park
The Wizard of Oz,"Oz Park, 2021, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",G,2015,2015-08-23,Y,60614,Oz Park
"Honey, I Shrunk the Kids","Garfield Park Conservatory, 300, East Garfield Park, Chicago, West Chicago Township, Cook County, Illinois, 60624, United States",PG,2015,2015-06-17,Y,60624,Garfield Park Conservatory
A Latino Film Festival Selection,"Calumet Park, Calumet Township, Cook County, Illinois, United States",NR,2015,2015-07-08,Y,60617,Calumet Park
Strange Magic,"Broncho Billy Playlot Park, 4437, Uptown Square, Sheridan Park, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",PG,2015,2015-07-02,N/A,60640,Broncho Billy Playlot Park
The Boxtrolls,"Peterson Park (39th Ward), North Park, Chicago, Jefferson Township, Cook County, Illinois, United States",PG,2015,2015-06-19,Y,60646,Peterson Park
A Latino Film Festival Selection,"Hermosa Park, 2240, Beat 2522, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",NR,2015,2015-07-29,Y,60639,Hermosa Park
"Looney Tunes Collection (Corny Concerto, Foney Fables, Hollywood Steps Out, Little Red Riding Rabbit, Rabbit of Seville, Rocket Bye Baby, Bugs' Bonnets)","Indian Boundary Park, 2500, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",NR,2015,2015-07-24,N,0,Indian Boundary Park
Get On Up,"Hayes Park, Midsomer Norton, Bath and North East Somerset, West of England, England, BA3 2QH, United Kingdom",PG-13,2015,2015-08-06,Y,60652,Hayes Park
A Latino Film Festival Selection,"Piotrowski Park, 4247, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",NR,2015,2015-07-15,Y,60623,Piotrowski Park
Annie (2014),"Dunbar Park, 300, Douglas, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG,2015,2015-08-13,Y,60616,Dunbar Park
Maleficent,"Kedvale Park, 4134, Beat 2534, Humboldt Park, Chicago, West Chicago Township, Cook County, Illinois, 60651, United States",PG,2015,2015-06-16,Y,60651,Kedvale Park
Wayne's World,"Lincoln Park, Wayne County, Michigan, 48146, United States",PG-13,2015,2015-07-21,N,60614,Lincoln Park
A Latino Film Festival Selection,"Loyola Park, 956, Linden Walk, Beacon Hill-Cyrville, Ottawa, Eastern Ontario, Ontario, Canada",NR,2015,2015-08-05,Y,60626,Loyola Park
Strange Magic,"Haas Park, 2402, Maplewood, Logan Square, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG,2015,2015-07-21,N/A,60647,Haas Park
The Lego Movie,"Pulaski Park, 1419, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60642, United States",PG,2015,2015-07-25,Y,60642,Pulaski Park
Ferngully: The Last Rainforest,"Garfield Park Conservatory, 300, East Garfield Park, Chicago, West Chicago Township, Cook County, Illinois, 60624, United States",G,2015,2015-09-02,Y,60624,Garfield Park Conservatory
The Goonies,"Edgebrook Park, Edgemont, Calgary, Alberta, Canada",PG,2015,2015-08-08,Y,60646,Edgebrook Park
Annie (2014),"Washington Park, Fort Lauderdale, Broward County, Florida, United States",PG,2015,2015-06-20,Y,60637,Washington Park
Space Jam,"Broncho Billy Playlot Park, 4437, Uptown Square, Sheridan Park, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",PG,2015,2015-06-04,N/A,60640,Broncho Billy Playlot Park
Who Framed Roger Rabbit,,PG,2015,2015-08-29,Y,60660,Berger Park Cultural Center
Grease [sing-a-long],"Independence Park, Parade Boulevard, Stadium Gardens, New Kingston, Saint Andrew, Surrey County, Jamaica",PG-13,2015,2015-08-14,N/A,60618,Independence Park
Dolphin Tale 2,"Emmerson Park, 1820, Winchester-Hood Garden Homes, West Ridge, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",PG,2015,2015-07-25,Y,60660,Emmerson Park
42,"Austin Town Hall Park, 5610, Austin, Chicago, West Chicago Township, Cook County, Illinois, 60644, United States",PG-13,2015,2015-08-06,Y,60644,Austin Town Hall Park
Into the Woods,"Montgomery Park, Johannesburg Ward 88, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2109, South Africa",PG,2015,2015-06-23,Y,60606,"Ward, A. Montgomery Park"
Unbroken,"Montgomery Park, Johannesburg Ward 88, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2109, South Africa",PG-13,2015,2015-06-16,Y,60606,"Ward, A. Montgomery Park"
Ghostbusters,"Garfield Park, 100, East Garfield Park, Chicago, West Chicago Township, Cook County, Illinois, 60624, United States",PG,2015,2015-07-31,Y,60624,Garfield Park
Big Hero 6,"Holstein Park, 2200, Bucktown, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG,2015,2015-08-23,Y,60647,Holstein Park
Dawn of the Planet of the Apes,"Tuley Park, 501, Chesterfield, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2015,2015-08-20,Y,60619,Tuley Park
Annie (2014),"Hamilton Park, Staten Island, Richmond County, New York, 10301, United States",PG,2015,2015-07-10,Y,60621,Hamilton Park
The Princess Bride,"Daniel Webster Park, 1357, South Loop, Near South Side, Chicago, South Chicago Township, Cook County, Illinois, 60605, United States",PG,2015,2015-08-11,Y,60605,Daniel Webster Park
The Princess Bride,"Mayfair Park, Toledo, Lucas County, Ohio, 43612, United States",PG,2015,2015-06-26,N/A,60630,Mayfair Park
Finding Nemo,"Kilbourn Park, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",G,2015,2015-08-25,N/A,60641,Kilbourn Park
The Single Moms Club,"Armstrong Park, Duncanville, Dallas County, Texas, United States",PG-13,2015,2015-07-18,Y,60653,Armstrong Park
Dolphin Tale 2,"Oriole Park, City of Red Deer, Alberta, T4N 5A1, Canada",PG,2015,2015-07-08,Y,60656,Oriole Park
Big Hero 6,"Mayfair Park, Toledo, Lucas County, Ohio, 43612, United States",PG,2015,2015-08-21,N/A,60630,Mayfair Park
The Lego Movie,"River Park, Saint Lucie County, Florida, 34983, United States",PG,2015,2015-08-04,Y,60611,River Park
The Wizard of Oz,"Armour Square Park, 3309, Armour Square, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",G,2015,2015-06-12,Y,60616,Armour Square Park
Annie (2014),"Sumner Park, Mernda, Melbourne, Victoria, 3754, Australia",PG,2015,2015-06-25,Y,60624,Sumner Park
A Latino Film Festival Selection,"Municipality of Harrison Park, Manitoba, Canada",NR,2015,2015-08-12,Y,60608,Harrison Park
To Kill a Mockingbird,"Jackson Park, 6401, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",NR,2015,2015-08-03,Y,60637,Jackson Park
Jurassic Park,"Holstein Park, 2200, Bucktown, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",NR,2015,2015-06-14,N,60647,Holstein Park
Casablanca,"Oz Park, 2021, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",PG,2015,2015-07-11,Y,60614,Oz Park
The Avengers,"Golden Gate Park, San Francisco, California, United States",PG-13,2015,2015-08-28,Y,60627,Golden Gate Park
Step Up All In,"Columbus Park, Manhattan Community Board 3, Manhattan, New York County, New York, 10013, United States",PG-13,2015,2015-06-27,Y,60644,Columbus Park
Back to the Future,,PG,2015,2015-08-15,Y,60608,Bosley Playground Park
Annie (2014),"Skinner Park, 1331, West Loop, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States",PG,2015,2015-07-07,Y,60607,Skinner Park
Dumb & Dumber To,"Lindblom Park, 6054, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",PG-13,2015,2015-07-17,Y,60636,Lindblom Park
How to Train Your Dragon 2,"Union Park, Orange County, Florida, United States",PG,2015,2015-07-29,Y,60607,Union Park
Big Hero 6,,PG,2015,2015-07-23,Y,60622,Commercial Club Playground
The Sandlot 2,"Oz Park, 2021, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",PG,2015,2015-06-13,Y,60614,Oz Park
Frozen,"Touhy Park, 7348, Glenwood Arts District, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",PG,2015,2015-08-07,N/A,60626,Touhy Park
The Lego Movie,"Athletic Field Park, 3546, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2015,2015-06-26,N/A,60618,Athletic Field Park
The Boxtrolls,,PG,2015,2015-06-18,Y,60647,Maplewood Playlot Park
Annie (2014),"Wentworth Gardens Park, 3770, Armour Square, Chicago, South Chicago Township, Cook County, Illinois, 60609, United States",PG,2015,2015-08-03,Y,60609,Wentworth Gardens Park
The Amazing Spider-Man,"Nat King Cole Park, 361, Garden Homes, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2015,2015-07-06,Y,60619,Nat King Cole Park
The Incredibles,"Chicago Women's Park and Gardens, 1801, Near South Side, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG,2015,2015-08-27,N,60616,Chicago Women's Park and Gardens
Get On Up,"Grand Crossing Park, 7655, Grand Crossing, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2015,2015-07-21,Y,60619,Grand Crossing Park
Jumanji,"Wicker Park, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60622, United States",PG,2015,2015-08-20,Y,60622,Wicker Park
The Boxtrolls,,PG,2015,2015-07-20,Y,0,Jesse White Community Center and Fieldhouse
Dr. Seuss' How the Grinch Stole Christmas,,PG,2015,2015-08-08,N,60626,Schreiber Playground Park
E.T. The Extra-Terrestrial,"Antwerp Playground, The Donovan, Greater Sudbury, Sudbury District, Northeastern Ontario, Ontario, P3C 4M9, Canada",PG,2015,2015-07-22,Y,60609,Donovan Playground Park
The Lego Movie,"Rainey Park, Queens, Queens County, New York, 11106, United States",PG,2015,2015-07-30,Y,60652,Rainey Park
Sparkle (1976),"South Shore Cultural Center, 7059, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",PG,2015,2015-09-02,Y,60649,South Shore Cultural Center
Edward Scissorhands,,PG-13,2015,2015-06-21,Y,60614,Jonquil Playlot Park
Annie (2014),"Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2015,2015-07-08,N/A,60641,Portage Park
Angels in the Outfield,"Chopin Park, 3420, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",PG,2015,2015-08-22,Y,60641,Chopin Park
Frozen,"Veteran's Memorial Park, Davenport, Scott County, Iowa, United States",PG,2015,2015-08-21,Y,60617,Veteran's Memorial Park
Teenage Mutant Ninja Turtles (2014),"Edward H. White Park, 1120, Placerdale, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60643, United States",PG-13,2015,2015-07-15,Y,60643,White (Edward H.) Park
Annie (2014),"Paschen Park, 1932, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",PG,2015,2015-08-18,N/A,60626,Paschen Park
Dolphin Tale 2,"Gompers Park, 4222, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2015,2015-07-09,Y,60630,Gompers Park
Footloose,"Merrimac Park, 6343, Schorsch, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",PG,2015,2015-08-12,N/A,60634,Merrimac Park
The Princess Bride,"Lincoln Park, Wayne County, Michigan, 48146, United States",PG,2015,2015-07-01,Y,60614,Lincoln Park
Back to the Future Part II,"Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2015,2015-08-26,N/A,60641,Portage Park
Despicable Me,"Sheridan Park, Pfersee, Augsburg, Bayern, Deutschland",PG,2015,2015-07-15,Y,60607,Sheridan Park
Despicable Me 2,"Fuller Park, Chicago, Lake Township, Cook County, Illinois, United States",PG,2015,2015-07-02,Y,60609,Fuller Park
Seven Brides for Seven Brothers,"Kathy Osterman Beach House, 5800, North Jean Baptiste Point DuSable Lake Shore Drive, Edgewater Beach, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",G,2015,2015-06-26,N,60660,Kathy Osterman Beach
The Karate Kid (2010),"Augusta Park, Andover, Enham Alamein, Test Valley, Hampshire, England, SP11 6RD, United Kingdom",PG,2015,2015-08-25,Y,60651,Augusta Park
Guardians of the Galaxy,"Riis Park, 6100, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",NR,2015,2015-08-19,N,60639,Riis Park
Tyler Perry's A Madea Christmas,"Oakdale Park, Lowndes County, Mississippi, 39710, United States",PG-13,2015,2015-08-14,Y,60643,Oakdale Park
Jaws,"Lincoln Park, Wayne County, Michigan, 48146, United States",PG-13,2015,2015-07-25,Y,60614,Lincoln Park
No Good Deed ,"Sherwood Park, Strathcona County, Alberta, Canada",PG-13,2015,2015-06-22,N/A,60621,Sherwood Park
Insurgent,"Lake Shore Park, Saint Petersburg, Pinellas County, Florida, 33705, United States",PG-13,2015,2015-08-23,Y,60611,Lake Shore Park
Mamma Mia,,PG-13,2015,2015-08-10,Y,60630,Wilson Frank J. Park
Annie (2014),"Oakdale Park, Lowndes County, Mississippi, 39710, United States",PG,2015,2015-08-27,N/A,60643,Oakdale Park
Hook,"Wicker Park, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60622, United States",PG,2015,2015-07-30,Y,60622,Wicker Park
Clue,"Kathy Osterman Beach House, 5800, North Jean Baptiste Point DuSable Lake Shore Drive, Edgewater Beach, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",PG,2015,2015-08-17,N,60660,Kathy Osterman Beach
Winged Migration,"North Park Village Nature Center, 5801, North Pulaski Road, Brynford Park, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",NR,2015,2015-08-11,N,60646,North Park Village Nature Center
The Sandlot,"Gladstone Park, 5500, North Austin Avenue, Gladstone Park, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2015,2015-07-01,Y,60630,Gladstone Park
Hairspray,"Minuteman Park, 5940, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",PG,2015,2015-08-05,N/A,60638,Minuteman Park
Ride Along,,PG-13,2015,2015-07-10,Y,60628,Smith Playlot Park
How to Train Your Dragon 2,,PG,2015,2015-06-27,Y,60660,Senn Playlot Park
Spider Man 2,"Jackie Robinson Park, Manhattan Community Board 10, Manhattan, New York County, New York, United States",N/A,2015,2015-07-06,N/A,60643,Jackie Robinson Park
Stage Door,"Lincoln Park, Wayne County, Michigan, 48146, United States",NR,2015,2015-07-27,Y,60614,Lincoln Park
Teenage Mutant Ninja Turtles (1990) ,"Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2015,2015-06-17,N/A,60641,Portage Park
The Princess and the Frog,"Broncho Billy Playlot Park, 4437, Uptown Square, Sheridan Park, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",G,2015,2015-08-06,N/A,60640,Broncho Billy Playlot Park
Annie (2014),"Margate Park Fieldhouse, 4921, North Marine Drive, Margate Park, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",PG,2015,2015-06-11,Y,60640,Margate Park Fieldhouse
Big Hero 6,"Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, United States",PG,2015,2015-08-07,N/A,60631,Norwood Park
Ferris Bueller's Day Off,"Hiawatha Park, Orléans, Orléans West-Innes, Ottawa, Eastern Ontario, Ontario, Canada",PG-13,2015,2015-08-29,Y,60634,Hiawatha Park
Dolphin Tale 2,"Pasteur Park, 5825, West Elsdon, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2015,2015-08-20,Y,60629,Pasteur Park
X-Man: Days of Future Past,,PG-13,2015,2015-08-02,Y,60614,Jonquil Playlot Park
Annie (2014),"Bradley Park, Wilmington, New Hanover County, North Carolina, 28403, United States",PG,2015,2015-06-20,Y,60617,Bradley Park
Big Hero 6,"Kosciuszko Park, 2532, Polish Village, Kosciuszko Park, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",PG,2015,2015-07-31,Y,60647,Kosciuszko Park
The Sandlot,"Sauganash Park, 5861, Sauganash, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",PG,2015,2015-07-17,Y,60646,Sauganash Park
The Lego Movie,"Marquette Park, 6743, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2015,2015-06-18,Y,60629,Marquette Park
E.T. The Extra-Terrestrial,"Bell Park, Geelong, City of Greater Geelong, Victoria, 3215, Australia",PG,2015,2015-08-04,N/A,60634,Bell Park
Annie (2014),"South Shore Cultural Center, 7059, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",PG,2015,2015-08-12,Y,60649,South Shore Cultural Center
Annie (2014),"Kenwood Community Park, 1330, Indian Village, Kenwood, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",PG,2015,2015-07-11,Y,60615,Kenwood Community Park
A Latino Film Festival Selection,"Kosciuszko Park, 2532, Polish Village, Kosciuszko Park, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",NR,2015,2015-06-24,Y,60647,Kosciuszko Park
Teenage Mutant Ninja Turtles (2014),"Lowe Playground, Fitchburg, Worcester County, Massachusetts, United States",PG-13,2015,2015-07-29,Y,60609,Lowe Playground Park
Annie (2014),"Russell Square Park, 3045, The Bush, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",PG,2015,2015-07-21,N/A,60617,Russell Square Park
Paddington,,PG,2015,2015-06-15,Y,0,Jesse White Community Center and Fieldhouse
Mr. Smith Goes to Washington,"Jackson Park, 6401, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",NR,2015,2015-07-20,N,60637,Jackson Park
Teenage Mutant Ninja Turtles (2014),"Winnemac Park, 5100, Bowmanville, Lincoln Square, Chicago, Lake View Township, Cook County, Illinois, 60625, United States",PG-13,2015,2015-06-13,Y,60625,Winnemac Park
Batman Returns,"Grant Park, Kankakee County, Illinois, United States",NR,2015,2015-08-31,N,60602,Grant Park
Sister Act,"Daniel Hale Williams Park, 2820, Douglas, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG,2015,2015-08-07,Y,60616,Williams (Daniel Hale) Park
The Boxtrolls,"Piotrowski Park, 4247, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",PG,2015,2015-07-08,Y,60623,Piotrowski Park
Night at the Museum: Secret of the Tomb,"Cooper Park, Brooklyn, Kings County, New York, United States",PG,2015,2015-08-21,Y,60643,Cooper Park
Annie (2014),"Palmer Park, Landover, Prince George's County, Maryland, 20785, United States",PG,2015,2015-07-09,Y,60628,Palmer Park
Into the Woods,"Dvorak Park, 1119, Pilsen, Lower West Side, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",PG,2015,2015-06-19,Y,60608,Dvorak Park
Anchorman: The Legend of Ron Burgundy,"Heritage Green Park, 610-630, West Loop Gate, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60661, United States",PG,2015,2015-07-27,Y,60606,Heritage Green Park
The Social Network,,PG-13,2015,2015-07-23,Y,60618,Clark (Richard) Playlot Park
E.T. The Extra-Terrestrial,"Brooks Park, 7100, Edison Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",PG,2015,2015-06-25,Y,60631,Brooks Park
When the Game Stands Tall,"Ogden Park, Baton Rouge, East Baton Rouge Parish, Louisiana, 70806, United States",PG,2015,2015-07-16,Y,60636,Ogden Park
Guardians of the Galaxy,"McGuane Park, 2901, Bridgeport, Chicago, South Chicago Township, Cook County, Illinois, 60608, United States",PG-13,2015,2015-08-18,Y,60608,McGuane Park
Paddington,"Hamlin Park, North Center, Chicago, Lake View Township, Cook County, Illinois, 60657, United States",PG,2015,2015-08-13,Y,60618,Hamlin Park
Tommy Boy,"Lincoln Park, Wayne County, Michigan, 48146, United States",PG-13,2015,2015-08-26,Y,60614,Lincoln Park
The Mighty Macs,"Beverly Park, Cleveland, Cuyahoga County, Ohio, 44119, United States",G,2015,2015-07-14,Y,60655,Beverly Park
Frozen,"Chippewa Park, Thunder Bay, Thunder Bay District, Northwestern Ontario, Ontario, Canada",PG,2015,2015-08-03,Y,60645,Chippewa Park
Guardians of the Galaxy,,PG-13,2015,2015-08-16,Y,60614,Jonquil Playlot Park
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Mann Park, 3055, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60633, United States",PG,2015,2015-08-12,Y,60633,Mann Park
Into the Woods,"West Lawn Park, 4233, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2015,2015-06-24,Y,60629,West Lawn Park
Back to the Future,"Wentworth Park, Glebe, Inner West, Sydney, New South Wales, 2037, Australia",PG,2015,2015-07-02,Y,60638,Wentworth Park
How to Train Your Dragon 2,"Washtenaw Park, 2521, Marshall Square, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",PG,2015,2015-07-01,Y,60608,Washtenaw Park
The Lego Movie,"Trebes Park, 2250, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",PG,2015,2015-08-27,Y,60614,Trebes Park
A Latino Film Festival Selection,"Kilbourn Park, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",NR,2015,2015-07-22,Y,60641,Kilbourn Park
The Wizard of Oz,"Gross Park, 2708, Lincoln Square, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",G,2015,2015-08-22,Y,60625,Gross Park
The Princess Bride,"Holstein Park, 2200, Bucktown, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG,2015,2015-07-12,Y,60647,Holstein Park
Annie (2014),"Abbott Park, South Mackay, Mackay, Mackay Regional, Queensland, Australia",PG,2015,2015-08-28,Y,60628,Abbott Park
Toy Story,"Lake Meadows Park, Douglas, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",G,2015,2015-08-10,Y,60616,Lake Meadows Park
Teen Wolf,,PG,2015,2015-07-05,Y,60614,Jonquil Playlot Park
Big Hero 6,"Independence Park, Parade Boulevard, Stadium Gardens, New Kingston, Saint Andrew, Surrey County, Jamaica",PG,2015,2015-07-17,N/A,60618,Independence Park
The Lego Movie,"Burnside Park, Providence, Providence County, Rhode Island, United States",PG,2015,2015-08-19,Y,60619,Burnside Park
Jurassic Park,"Pottawattomie Park, 7340, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",PG-13,2015,2015-06-11,N/A,60626,Pottawattomie Park
The Boxtrolls,"Humboldt Park, Chicago, West Chicago Township, Cook County, Illinois, 60651, United States",PG,2015,2015-08-01,Y,60622,Humboldt Park
Big Hero 6,"Archer Park, 4901, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",PG,2015,2015-08-05,Y,60632,Archer Park
The Pink Panther,"Grant Park, Kankakee County, Illinois, United States",NR,2015,2015-06-22,Y,60602,Grant Park
A Latino Film Festival Selection,"Municipality of Harrison Park, Manitoba, Canada",NR,2015,2015-06-17,Y,60608,Harrison Park
Frozen Sing-A-Long,"Athletic Field Park, 3546, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2015,2015-07-31,N/A,60618,Athletic Field Park
Dreamgirls,"Sherman Park, 1301, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",PG-13,2015,2015-07-30,Y,60609,Sherman Park
The Bad News Bears (1976),"Calumet Park, Calumet Township, Cook County, Illinois, United States",NR,2015,2015-08-24,N,60617,Calumet Park
Jurassic Park,"Mayfair Park, Toledo, Lucas County, Ohio, 43612, United States",PG-13,2015,2015-07-10,N/A,60630,Mayfair Park
Instructions Not Included,"La Villita Park, 2800, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",PG-13,2015,2015-06-27,Y,60608,La Villita Park
The Lego Movie,,PG,2015,2015-08-15,Y,60647,Unity Playlot Park
St. Vincent,"Holstein Park, 2200, Bucktown, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG-13,2015,2015-07-27,Y,60647,Holstein Park
Much Ado About Nothing (2012),"Kathy Osterman Beach House, 5800, North Jean Baptiste Point DuSable Lake Shore Drive, Edgewater Beach, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",PG-13,2015,2015-07-06,Y,60660,Kathy Osterman Beach
Once Upon a Time ... When We Were Colored,"Washington Park, Fort Lauderdale, Broward County, Florida, United States",PG,2015,2015-07-18,N,60637,Washington Park
Guardians of the Galaxy,"Margate Park Fieldhouse, 4921, North Marine Drive, Margate Park, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",PG-13,2015,2015-08-25,Y,60640,Margate Park Fieldhouse
McFarland USA,"Athletic Field Park, 3546, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2015,2015-08-28,N/A,60618,Athletic Field Park
Selma,,PG-13,2015,2015-08-08,Y,60653,Ellis (Samuel) Park
Left Behind,"Dawes Park, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, United States",PG-13,2015,2015-07-24,Y,60620,Dawes Park
Maleficent,"Harris Park, Harris Park Station Concourse, Sydney, City of Parramatta Council, New South Wales, 2150, Australia",PG,2015,2015-08-14,Y,60637,Harris Park
The Big Year,"North Park Village Nature Center, 5801, North Pulaski Road, Brynford Park, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",NR,2015,2015-07-14,N,60646,North Park Village Nature Center
When the Game Stands Tall,"Horner Park, Horn, Hamburg-Mitte, Hamburg, Deutschland",PG,2015,2015-06-20,Y,60618,Horner Park
Despicable Me 2,"Kelly Park, Northwest Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, United States",PG,2015,2015-08-06,Y,60632,Kelly Park
Amazing Spider Man,"Bessemer Park, Valley View, Cuyahoga County, Ohio, United States",PG-13,2015,2015-06-18,N/A,60617,Bessemer Park
Groundhog Day,"Montgomery Park, Johannesburg Ward 88, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2109, South Africa",PG,2015,2015-07-14,Y,60606,"Ward, A. Montgomery Park"
The Hobbit: The Battle of the Five Armies,"Wrightwood Park, 2534, West DePaul, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",PG-13,2015,2015-08-21,Y,60614,Wrightwood Park
The Pacifier,"Avondale Park, 3516, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2015,2015-07-07,N/A,60618,Avondale Park
Jumanji,,PG,2015,2015-07-16,Y,60638,Normandy Playground Park
Frozen,"Armour Square Park, 3309, Armour Square, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG,2015,2015-08-22,Y,60616,Armour Square Park
Back to the Future,"Eckhart Park, 1330, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60642, United States",PG,2015,2015-08-16,Y,60642,Eckhart Park
