Movie Name,Address,Rating,Date,Closed Captioning,Zip,Park Name
Epic,"{""latitude"": ""41.80209351"", ""longitude"": ""-87.74839783"", ""human_address"": ""{\""address\"": \""5010 W 50th St Chicago, IL 60638\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60638\""}""}",PG,2014-08-01,N,60638,Vittum Park
@home,"{""latitude"": ""41.69263077"", ""longitude"": ""-87.61819458"", ""human_address"": ""{\""address\"": \""201 E 111th St Chicago, IL 60628\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60628\""}""}",NR,2014-06-06,N,60628,Palmer Park
Despicable Me 2,"{""latitude"": ""41.93654251"", ""longitude"": ""-87.68065643"", ""human_address"": ""{\""address\"": \""3035 N. Hoyne Ave. Chicago IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG,2014-08-14,Y,60618,Hamlin Park
The Amazing Spider-Man,"{""latitude"": ""41.76409531"", ""longitude"": ""-87.59940338"", ""human_address"": ""{\""address\"": \""7201 S. Dobson Ave. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2014-07-26,Y,60619,Hoard Playground Park
Ghostbusters,"{""latitude"": ""41.96714783"", ""longitude"": ""-87.66930389"", ""human_address"": ""{\""address\"": \""4701 N. Ashland Ave. Chicago IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2014-06-20,Y,60640,Chase Park
Lee Daniels' The Butler,"{""latitude"": ""41.76119995"", ""longitude"": ""-87.66754913"", ""human_address"": ""{\""address\"": \""1743 W. 73rd St. Chicago IL 60636\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60636\""}""}",PG-13,2014-06-20,Y,60636,Murray Playground Park
Willy Wonka & the Chocolate Factory,"{""latitude"": ""41.86323547"", ""longitude"": ""-87.70204926"", ""human_address"": ""{\""address\"": \""1401 S. Sacramento Dr. Chicago IL 60623\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60623\""}""}",G,2014-07-13,Y,60623,Douglas Park
The Nut Job,"{""latitude"": ""41.74466705"", ""longitude"": ""-87.54989624"", ""human_address"": ""{\""address\"": \""3045 E. 83rd St. Chicago IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2014-07-28,N,60617,Russell Square Park
The Nut Job,"{""latitude"": ""41.97188187"", ""longitude"": ""-87.75899506"", ""human_address"": ""{\""address\"": \""5200 W. Argyle St. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2014-08-15,,60630,Roberts Square Playlot Park
Cloudy With a Chance of Meatballs 2,"{""latitude"": ""41.9053154"", ""longitude"": ""-87.75526428"", ""human_address"": ""{\""address\"": \""1333 N. Laramie Ave. Chicago IL 60651\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60651\""}""}",PG,2014-08-30,Y,60651,La Follette Park
Despicable Me 2,"{""latitude"": ""41.97828293"", ""longitude"": ""-87.81445313"", ""human_address"": ""{\""address\"": \""5430 N. Olcott Ave. Chicago IL 60656\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60656\""}""}",PG,2014-06-28,Y,60656,Oriole Park
The Thin Man,"{""latitude"": ""41.99475861"", ""longitude"": ""-87.65554047"", ""human_address"": ""{\""address\"": \""6205 N Sheridan Rd Chicago, IL 60660\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60660\""}""}",NR,2014-08-17,N,60660,Berger Park Cultural Center
Rudy,"{""latitude"": ""41.94095993"", ""longitude"": ""-87.71347809"", ""human_address"": ""{\""address\"": \""3516 W School St Chicago, IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG,2014-07-12,Y,60618,Avondale Park
Star Trek: Into Darkness,"{""latitude"": ""41.97209549"", ""longitude"": ""-87.64978027"", ""human_address"": ""{\""address\"": \""4921 N. Marine Drive Chicago IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG-13,2014-07-31,Y,60640,Margate Park Fieldhouse
,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",,2014-07-07,,60614,Lincoln Park
Despicable Me 2,"{""latitude"": ""41.81225204"", ""longitude"": ""-87.63460541"", ""human_address"": ""{\""address\"": \""331 W. 45th St Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2014-07-24,Y,60609,Fuller Park
Roman Holiday,"{""latitude"": ""41.83158493"", ""longitude"": ""-87.65431976"", ""human_address"": ""{\""address\"": \""1122 W 34th Pl Chicago, IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",NR,2014-08-14,N,60608,Wilson (John P.) Park
The Little Rascals,"{""latitude"": ""41.87052536"", ""longitude"": ""-87.65449524"", ""human_address"": ""{\""address\"": \""910 S. Aberdeen St. Chicago IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG,2014-07-21,Y,60607,Sheridan Park
Man of Steel,"{""latitude"": ""41.96857834"", ""longitude"": ""-87.6966095"", ""human_address"": ""{\""address\"": \""2708 W. Lawrence Ave. Chicago IL 60625\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60625\""}""}",PG-13,2014-07-05,Y,60625,Gross Park
Despicable Me 2,"{""latitude"": ""42.00387573"", ""longitude"": ""-87.7046051"", ""human_address"": ""{\""address\"": \""6748 N Sacramento Ave Chicago, IL 60645\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60645\""}""}",PG,2014-08-12,Y,60645,Chippewa Park
Gravity,"{""latitude"": ""41.90703583"", ""longitude"": ""-87.66342163"", ""human_address"": ""{\""address\"": \""1419 W. Blackhawk St. Chicago IL 60642\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60642\""}""}",PG-13,2014-06-14,Y,60642,Pulaski Park
Man of Steel,"{""latitude"": ""41.9884491"", ""longitude"": ""-87.7857132"", ""human_address"": ""{\""address\"": \""6312 W. Rosedale Ave. Chicago IL 60646\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60646\""}""}",PG-13,2014-08-07,Y,60646,Rosedale Park
Car Wash,"{""latitude"": ""41.76674652"", ""longitude"": ""-87.56651306"", ""human_address"": ""{\""address\"": \""7059 S. South Shore Dr. Chicago IL 60649\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60649\""}""}",PG,2014-08-20,Y,60649,South Shore Cultural Center
Fat Albert ,"{""latitude"": ""41.79378891"", ""longitude"": ""-87.61591339"", ""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr. Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",PG,2014-06-21,Y,60637,Washington Park
Annie (2014),"{""latitude"": ""41.78319931"", ""longitude"": ""-87.6741333"", ""human_address"": ""{\""address\"": \""6054 S. Damen Ave. Chicago IL 60636\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60636\""}""}",PG,2015-08-06,,60636,Lindblom Park
Night at the Museum ,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2015-06-18,Y,60622,Wicker Park
Dial M for Murder,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2015-06-15,Y,60614,Lincoln Park
The Giver,"{""latitude"": ""41.69897461"", ""longitude"": ""-87.54348755"", ""human_address"": ""{\""address\"": \""3325 E. 108th St. Chicago IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG-13,2015-06-10,,60617,Wolfe Playground Park
Maleficent,"{""latitude"": ""41.81412125"", ""longitude"": ""-87.59686279"", ""human_address"": ""{\""address\"": \""4434 S. Lake Park Ave. Chicago IL 60653\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60653\""}""}",PG,2015-08-01,Y,60653,Kennicott Park
A League of Their Own,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG,2015-08-11,Y,60606,"Ward, A. Montgomery Park"
Frozen,"{""latitude"": ""41.97158432"", ""longitude"": ""-87.65485382"", ""human_address"": ""{\""address\"": \""4901 N Sheridan Rd Chicago, IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2015-07-18,Y,60640,Buttercup Playlot Park
Annie (2014),"{""latitude"": ""41.94532394"", ""longitude"": ""-87.79989624"", ""human_address"": ""{\""address\"": \""6935 W. Addison St. Chicago IL 60634\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60634\""}""}",PG,2015-08-01,Y,60634,Shabbona Park
Big Hero 6,"{""latitude"": ""41.9112854"", ""longitude"": ""-87.69094086"", ""human_address"": ""{\""address\"": \""1640 N.Maplewood Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",,2015-08-14,,60647,Maplewood Playlot Park
The Final Cut,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG-13,2015-09-03,Y,60622,Wicker Park
The Sandlot,"{""latitude"": ""41.87052536"", ""longitude"": ""-87.65449524"", ""human_address"": ""{\""address\"": \""910 S. Aberdeen St. Chicago IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG,2015-08-05,Y,60607,Sheridan Park
The Lego Movie,"{""latitude"": ""41.71809769"", ""longitude"": ""-87.56407166"", ""human_address"": ""{\""address\"": \""9729 S Yates Ave Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2015-07-07,,60617,Bradley Park
Over the Hedge,"{""latitude"": ""41.81347275"", ""longitude"": ""-87.66633606"", ""human_address"": ""{\""address\"": \""4430 S. Marshfield Ave. Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2015-07-26,Y,60609,Davis Square Park
Ferris Bueller's Day Off,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG-13,2015-06-17,Y,60614,Lincoln Park
Rio 2,"{""latitude"": ""41.8408611"", ""longitude"": ""-87.7000382"", ""human_address"": ""{\""address\"": \""2800 S. Sacramento Blvd., Chicago, IL 60608\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""60608\""}""}",G,2015-08-29,Y,60608,La Villita Park
Jurassic Park,"{""latitude"": ""41.81760025"", ""longitude"": ""-87.64348602"", ""human_address"": ""{\""address\"": \""704 W. 42nd St. Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG-13,2015-07-24,Y,60609,Taylor-Lauridsen Playground Park
Gravity,"{""latitude"": ""41.88835526"", ""longitude"": ""-87.64409637"", ""human_address"": ""{\""address\"": \""353 N. DesPlaines St. Chicago IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG-13,2015-06-22,Y,60611,Park No. 551
Captain America: The Winter Soldier,"{""latitude"": ""41.74170303"", ""longitude"": ""-87.66001129"", ""human_address"": ""{\""address\"": \""1440 W 84th St Chicago, IL 60620\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60620\""}""}",PG-13,2015-08-28,Y,60620,Foster Park
Roll Bounce,"{""latitude"": ""41.79378891"", ""longitude"": ""-87.61591339"", ""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr. Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",PG-13,2015-08-15,Y,60637,Washington Park
The Goonies,"{""latitude"": ""41.96364594"", ""longitude"": ""-87.64994812"", ""human_address"": ""{\""address\"": \""4501 N. Clarendon Ave. Chicago IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2015-07-17,Y,60640,Clarendon Park Community Center
The Lego Movie,"{""latitude"": ""41.71755765"", ""longitude"": ""-87.53148079"", ""human_address"": ""{\""address\"": \""9801 S Avenue G Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2015-07-13,Y,60617,Calumet Park
X-Men: Days of Future Past,"{""latitude"": ""41.8767395"", ""longitude"": ""-87.7410202"", ""human_address"": ""{\""address\"": \""4615 W. Jackson Blvd. Chicago IL 60644\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60644\""}""}",PG-13,2015-07-06,Y,60644,Clark (John) Park
Homeward Bound,"{""latitude"": ""41.71755765"", ""longitude"": ""-87.53148079"", ""human_address"": ""{\""address\"": \""9801 S Avenue G Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",G,2015-06-29,Y,60617,Calumet Park
Grease,"{""latitude"": ""41.76674652"", ""longitude"": ""-87.56651306"", ""human_address"": ""{\""address\"": \""7059 S. South Shore Dr. Chicago IL 60649\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""60649\""}""}",PG,2015-08-19,Y,60649,South Shore Cultural Center
Frozen Sing-A-Long,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG,2015-08-25,Y,60606,"Ward, A. Montgomery Park"
Jumanji,"{""latitude"": ""41.68553543"", ""longitude"": ""-87.53646851"", ""human_address"": ""{\""address\"": \""11546 S. Avenue L Chicago IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2015-08-20,,60617,Rowan Park
Grease,"{""latitude"": ""41.88835526"", ""longitude"": ""-87.64409637"", ""human_address"": ""{\""address\"": \""353 N. DesPlaines St. Chicago IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG-13,2015-08-24,Y,60611,Park No. 551
The Hunger Games,"{""latitude"": ""41.73539783"", ""longitude"": ""-87.52882004"", ""human_address"": ""{\""address\"": \""East 87th at Lake Michigan Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2015-08-16,Y,60619,Steelworkers Park 
Bill and Ted's Excellent Adventure,"{""latitude"": ""41.96714783"", ""longitude"": ""-87.66930389"", ""human_address"": ""{\""address\"": \""4701 N. Ashland Ave. Chicago IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2015-08-27,,60640,Chase Park
Spare Parts,"{""latitude"": ""41.96598053"", ""longitude"": ""-87.78197479"", ""human_address"": ""{\""address\"": \""4638 N. Melvina Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG-13,2015-06-30,,60630,Dunham Park
Big Hero 6,"{""latitude"": ""41.85781097"", ""longitude"": ""-87.62203979"", ""human_address"": ""{\""address\"": \""1801 S Indiana Ave Chicago, IL 60616\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60616\""}""}",PG,2015-07-28,Y,60616,Chicago Women's Park and Gardens
Sixteen Candles,"{""latitude"": ""41.96714783"", ""longitude"": ""-87.66930389"", ""human_address"": ""{\""address\"": \""4701 N. Ashland Ave. Chicago IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",R,2015-07-23,,60640,Chase Park
The Boxtrolls,"{""latitude"": ""41.70744705"", ""longitude"": ""-87.66044617"", ""human_address"": ""{\""address\"": \""1518 W. 102nd Pl. Chicago IL 60643\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60643\""}""}",PG,2015-06-25,Y,60643,Graver Park
The Lego Movie,"{""latitude"": ""42.01041412"", ""longitude"": ""-87.66117859"", ""human_address"": ""{\""address\"": \""1230 W. Greenleaf Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",PG,2015-07-11,Y,60626,Loyola Park
Selma,"{""latitude"": ""41.88605499"", ""longitude"": ""-87.73561859"", ""human_address"": ""{\""address\"": \""305 N. Kostner Ave. Chicago IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",PG-13,2015-06-26,Y,60624,Tilton Park
Space Jam,"{""latitude"": ""41.94442749"", ""longitude"": ""-87.73962402"", ""human_address"": ""{\""address\"": \""3501 N. Kilbourn Ave. Chicago IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2015-07-16,Y,60641,Kilbourn Park
The Wiz,"{""latitude"": ""41.76674652"", ""longitude"": ""-87.56651306"", ""human_address"": ""{\""address\"": \""7059 S. South Shore Dr. Chicago IL 60649\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""60649\""}""}",G,2015-08-26,Y,60649,South Shore Cultural Center
Teenage Mutant Ninja Turtles (2014),"{""latitude"": ""41.79055023"", ""longitude"": ""-87.71083069"", ""human_address"": ""{\""address\"": \""5656 S. St. Louis Ave. Chicago IL 60629\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60629\""}""}",PG-13,2015-08-18,Y,60629,Senka Park
Strange Magic,"{""latitude"": ""41.86323547"", ""longitude"": ""-87.70204926"", ""human_address"": ""{\""address\"": \""1401 S. Sacramento Dr. Chicago IL 60623\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60623\""}""}",PG,2015-08-04,Y,60623,Douglas Park
Back to the Future Part II,"{""latitude"": ""41.83804321"", ""longitude"": ""-87.61347198"", ""human_address"": ""{\""address\"": \""3117 S. Rhodes Ave. Chicago IL 60616\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60616\""}""}",PG,2015-07-13,Y,60616,Lake Meadows Park
How to Train Your Dragon 2,"{""latitude"": ""41.91645432"", ""longitude"": ""-87.64118195"", ""human_address"": ""{\""address\"": \""501 W Wisconsin St Chicago, IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2015-06-12,Y,60614,Bauler Playlot Park
Rio 2,"{""latitude"": ""41.86500168"", ""longitude"": ""-87.6566391"", ""human_address"": ""{\""address\"": \""1312 S. Racine Ave, Chicago IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",G,2015-08-14,Y,60608,Fosco Park
Night at the Museum: Secret of the Tomb,"{""latitude"": ""41.99058914"", ""longitude"": ""-87.69587708"", ""human_address"": ""{\""address\"": \""2650 W. Peterson Ave. Chicago IL 60659\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60659\""}""}",PG,2015-08-07,Y,60659,Green Briar Park
The Wizard of Oz,"{""latitude"": ""41.92099187"", ""longitude"": ""-87.64469862"", ""human_address"": ""{\""address\"": \""2021 N. Burling St. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",G,2015-08-23,Y,60614,Oz Park
"Honey, I Shrunk the Kids","{""latitude"": ""41.88751984"", ""longitude"": ""-87.71611023"", ""human_address"": ""{\""address\"": \""300 N Central Park Ave Chicago, IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",PG,2015-06-17,Y,60624,Garfield Park Conservatory
A Latino Film Festival Selection,"{""latitude"": ""41.71755765"", ""longitude"": ""-87.53148079"", ""human_address"": ""{\""address\"": \""9801 S Avenue G Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",NR,2015-07-08,Y,60617,Calumet Park
Strange Magic,"{""latitude"": ""41.96285248"", ""longitude"": ""-87.66093445"", ""human_address"": ""{\""address\"": \""4437 N Magnolia Ave Chicago, IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2015-07-02,,60640,Broncho Billy Playlot Park
The Boxtrolls,"{""latitude"": ""41.98551559"", ""longitude"": ""-87.7227478"", ""human_address"": ""{\""address\"": \""5801 N. Pulaski Rd. Chicago IL 60646\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60646\""}""}",PG,2015-06-19,Y,60646,Peterson Park
A Latino Film Festival Selection,"{""latitude"": ""41.92153931"", ""longitude"": ""-87.73892212"", ""human_address"": ""{\""address\"": \""2240 N. Kilbourn Ave. Chicago IL 60639\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60639\""}""}",NR,2015-07-29,Y,60639,Hermosa Park
"Looney Tunes Collection (Corny Concerto, Foney Fables, Hollywood Steps Out, Little Red Riding Rabbit, Rabbit of Seville, Rocket Bye Baby, Bugs' Bonnets)","{""latitude"": ""42.0086174"", ""longitude"": ""-87.69226074"", ""human_address"": ""{\""address\"": \""2500 W. Lunt Ave., Chicago IL 60645\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",NR,2015-07-24,N,60645,Indian Boundary Park
Get On Up,"{""latitude"": ""41.73907852"", ""longitude"": ""-87.69678497"", ""human_address"": ""{\""address\"": \""2936 W. 85th St. Chicago IL 60652\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60652\""}""}",PG-13,2015-08-06,Y,60652,Hayes Park
A Latino Film Festival Selection,"{""latitude"": ""41.8367424"", ""longitude"": ""-87.730896"", ""human_address"": ""{\""address\"": \""4247 W. 31st St. Chicago IL 60623\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60623\""}""}",NR,2015-07-15,Y,60623,Piotrowski Park
Annie (2014),"{""latitude"": ""41.83839417"", ""longitude"": ""-87.62062836"", ""human_address"": ""{\""address\"": \""300 E. 31st St. Chicago IL 60616\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60616\""}""}",PG,2015-08-13,Y,60616,Dunbar Park
Maleficent,"{""latitude"": ""41.90628052"", ""longitude"": ""-87.73006439"", ""human_address"": ""{\""address\"": \""4134 W. Hirsch St. Chicago IL 60651\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60651\""}""}",PG,2015-06-16,Y,60651,Kedvale Park
Wayne's World,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG-13,2015-07-21,N,60614,Lincoln Park
A Latino Film Festival Selection,"{""latitude"": ""42.01041412"", ""longitude"": ""-87.66117859"", ""human_address"": ""{\""address\"": \""1230 W. Greenleaf Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",NR,2015-08-05,Y,60626,Loyola Park
Strange Magic,"{""latitude"": ""41.92525609"", ""longitude"": ""-87.6952435"", ""human_address"": ""{\""address\"": \""2402 N. Washtenaw Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",PG,2015-07-21,,60647,Haas Park
The Lego Movie,"{""latitude"": ""41.90703583"", ""longitude"": ""-87.66342163"", ""human_address"": ""{\""address\"": \""1419 W. Blackhawk St. Chicago IL 60642\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60642\""}""}",PG,2015-07-25,Y,60642,Pulaski Park
Ferngully: The Last Rainforest,"{""latitude"": ""41.88751984"", ""longitude"": ""-87.71611023"", ""human_address"": ""{\""address\"": \""300 N Central Park Ave Chicago, IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",G,2015-09-02,Y,60624,Garfield Park Conservatory
The Goonies,"{""latitude"": ""41.99946594"", ""longitude"": ""-87.76202393"", ""human_address"": ""{\""address\"": \""6525 N. Hiawatha Ave. Chicago IL 60646\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60646\""}""}",PG,2015-08-08,Y,60646,Edgebrook Park
Annie (2014),"{""latitude"": ""41.79378891"", ""longitude"": ""-87.61591339"", ""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr. Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",PG,2015-06-20,Y,60637,Washington Park
Space Jam,"{""latitude"": ""41.96285248"", ""longitude"": ""-87.66093445"", ""human_address"": ""{\""address\"": \""4437 N Magnolia Ave Chicago, IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2015-06-04,,60640,Broncho Billy Playlot Park
Who Framed Roger Rabbit,"{""latitude"": ""41.99475861"", ""longitude"": ""-87.65554047"", ""human_address"": ""{\""address\"": \""6205 N Sheridan Rd Chicago, IL 60660\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60660\""}""}",PG,2015-08-29,Y,60660,Berger Park Cultural Center
Grease [sing-a-long],"{""latitude"": ""41.95268631"", ""longitude"": ""-87.72504425"", ""human_address"": ""{\""address\"": \""3945 N. Springfield Ave. Chicago IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG-13,2015-08-14,,60618,Independence Park
Dolphin Tale 2,"{""latitude"": ""41.99436951"", ""longitude"": ""-87.67577362"", ""human_address"": ""{\""address\"": \""1820 W. Granville Ave. Chicago IL 60660\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60660\""}""}",PG,2015-07-25,Y,60660,Emmerson Park
