Movie Name,Address,Rating,Date,Closed Captioning,Zip,Park Name
The Karate Kid (2010),"{""latitude"": ""41.870005"", ""longitude"": ""-87.713328"", ""human_address"": ""{\""address\"": \""3517 W. Arthington St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60624,Homan Square Park
Despicable Me 2,"{""latitude"": ""41.9051"", ""longitude"": ""-87.755826"", ""human_address"": ""{\""address\"": \""1333 N. Laramie Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60651,La Follette Park
Star Wars: The Force Awakens,"{""latitude"": ""41.912858"", ""longitude"": ""-87.667823"", ""human_address"": ""{\""address\"": \""1722 N. Ashland Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60614,Walsh Playground Park
Minions,"{""latitude"": ""41.937197"", ""longitude"": ""-87.680691"", ""human_address"": ""{\""address\"": \""3035 N. Hoyne Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60618,Hamlin Park
Spectre,"{""latitude"": ""41.764855"", ""longitude"": ""-87.615274"", ""human_address"": ""{\""address\"": \""7140 S. Martin Luther King Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60619,Meyering Playground Park
Inside Out,"{""latitude"": ""41.941632"", ""longitude"": ""-87.660299"", ""human_address"": ""{\""address\"": \""1230 W. School Street\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60657,Margaret Donahue Park
Zootopia,"{""latitude"": ""41.922402"", ""longitude"": ""-87.685509"", ""human_address"": ""{\""address\"": \""2200 N. Oakley Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60647,Holstein Park
The Great Debaters,"{""latitude"": ""41.800598"", ""longitude"": ""-87.584362"", ""human_address"": ""{\""address\"": \""5200 S. Hyde Park Blvd.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60615,Harold Washington Playlot Park
Hotel Transylvania 2,"{""latitude"": ""41.918127"", ""longitude"": ""-87.722915"", ""human_address"": ""{\""address\"": \""2036 N. Avers Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60647,Mozart Park
Una Boda en Castaner (A Wedding in Castaner),"{""latitude"": ""41.921715"", ""longitude"": ""-87.738909"", ""human_address"": ""{\""address\"": \""2240 N. Kilbourn Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",NR,2016-01-01,N,60639,Hermosa Park
Young Frankenstein,6205 N. Sheridan Rd.,PG,2017-06-02,Y,0,Berger Park Cultural Center
Barber Shop: The Next Cut,5701 S. Shields Ave.,PG-13,2017-06-09,Y,0,Sherwood Park
North by Northwest,3200 N. Lake Shore Dr.,NR,2017-06-12,,0,Belmont Harbor
Jumanji,Columbus Drive,PG,2017-06-13,Y,0,Grant Park
Sing,4134 W. Hirsch St.,PG,2017-06-13,Y,0,Kedvale Park
La La Land,115 S. Sangamon St.,PG-13,2017-06-14,Y,0,"Bartelme, Mary Park"
The Secret Life of Pets,1440 W. 84th St.,PG,2017-06-14,Y,0,Foster Park
A Cat in Paris,5100 N. Leavitt St,PG,2017-06-14,,0,Winnemac Park
Pride & Prejudice,1801 S. Indiana Ave.,PG,2017-06-15,Y,0,Chicago Women's Park and Gardens
The Secret Life of Pets,1825 N. Damen Ave.,PG,2017-06-15,Y,0,Churchill Field Playlot Park
Moonstruck,1425 N. Damen Avenue,PG,2017-06-15,Y,0,Wicker Park
Ghostbusters (2016),3748 S. Prairie Ave.,PG-13,2017-06-16,Y,0,Anderson Playground Park
The Secret Life of Pets,1809 W. 50th St.,PG,2017-06-16,Y,0,Cornell Square Park
Jumanji,4550 W. Sunnyside Ave.,PG,2017-06-16,Y,0,Mayfair Park
The Magnificent Seven (2016),8223 S. Princeton Ave.,PG-13,2017-06-16,Y,0,West Chatham Park
Queen of Katwe,740 E. 56th Pl.,PG,2017-06-17,Y,0,DuSable Museum of African American History
Trolls,5839 S. Wood St.,PG,2017-06-17,Y,0,Hermitage Park
Ghostbusters (2016),5100 N. Leavitt St,PG-13,2017-06-17,Y,0,Winnemac Park
Dirty Dancing,800 S. Columbus Dr.,PG-13,2017-06-19,Y,0,Grant Park: Grove 5
Hidden Figures,501 E. 90th Pl.,PG,2017-06-19,Y,0,Tuley Park
Ferris Bueller's Day Off,630 N. Kingsbury St.,PG-13,2017-06-20,Y,0,A. Montgomery Ward Park
Angels in the Outfield,4901 S.Kilbourn Ave.,PG,2017-06-20,Y,0,Archer Park
The Dark Knight,2402 N. Washtenaw Ave.,PG-13,2017-06-20,Y,0,Haas Park
Hotel Transylvania 2,3201 W. Chicago Ave.,PG,2017-06-20,Y,0,Kells Playground Park
Sing,610 W. Adams St.,PG,2017-06-21,Y,0,Heritage Green Park
The Umbrellas of Cherbourg,5800 N. Lake Shore Dr.,NR,2017-06-21,Y,0,Osterman Beach
The Sandlot,7100 N. Harlem Ave.,PG,2017-06-22,Y,0,Brooks Park
The Wiz,4615 W. Jackson Blvd.,G,2017-06-22,Y,0,Clark (John) Park
Fences,5203 S. Lowe Ave.,PG-13,2017-06-22,Y,0,Lowe Playground Park
Angels in the Outfield,2021 N. Burling St.,PG,2017-06-22,Y,0,Oz Park
The LEGO Batman Movie,4233 W. 65th St.,PG,2017-06-22,Y,0,West Lawn Park
Fantastic Beasts and Where to Find Them,3546 W. Addison St.,PG-13,2017-06-23,Y,0,Athletic Field Park
Queen of Katwe,500 S. Central Ave.,PG,2017-06-23,Y,0,Columbus Park
Queen of Katwe,3559 W. Arthington,PG,2017-06-23,Y,0,Homan Square Park
Sing,3945 N. Springfield Ave.,PG,2017-06-23,Y,0,Independence Park
Drop Dead Fred,5940 S. Central Ave.,PG-13,2017-06-23,Y,0,Minuteman Park
The Unsinkable Molly Brown,5800 N. Lake Shore Dr.,NR,2017-06-23,,0,Osterman Beach
The Secret Life of Pets,1440 N. Sacramento,PG,2017-06-24,Y,0,Humboldt Park
The Secret Life of Pets,1743 W. 73rd St.,PG,2017-06-24,Y,0,Murray Playground Park
Space Jam,11546 S. Avenue L,PG,2017-06-24,Y,0,Rowan Park
La La Land,1001 W. Wrightwood Ave.,PG-13,2017-06-25,Y,0,Jonquil Playlot Park
An American in Paris,5200 S. Hyde Park Blvd.,NR,2017-06-26,,0,Harold Washington Playlot Park
The Lego Movie,115 S. Sangamon St.,PG,2017-06-27,Y,0,"Bartelme, Mary Park"
Field of Dreams,1601 N. Clark St.,PG,2017-06-27,Y,0,Chicago History Museum
Rogue One,1357 S. Indiana Ave.,PG-13,2017-06-27,Y,0,Webster Park
Como en el Cine/Like in the Movies,1824 S. Wood St.,NR,2017-06-28,Y,0,Harrison Park
Big,2045 N. Lincoln Park West,PG,2017-06-28,Y,0,Lincoln Park Cultural Center
Sing,6566 N. Avondale Ave.,PG,2017-06-28,Y,0,Olympia Park
Top Gun,4701 N. Ashland Ave.,PG,2017-06-29,Y,0,Chase Park
Sing,8800 S. Clyde,PG,2017-06-29,Y,0,Owens Park
Trolls,4320 W. 5th Ave.,PG,2017-06-29,Y,0,Sumner Park
Raising Arizona,1425 N. Damen Avenue,PG-13,2017-06-29,Y,0,Wicker Park
Sing,2800 S. Sacramento Blvd.,PG,2017-06-30,Y,0,La Villita Park
Hook,2021 N. Burling St.,PG,2017-06-30,Y,0,Oz Park
Kung Fu Panda 3,5625 S. Mobile Ave.,PG,2017-06-30,Y,0,Wentworth Park
Sing,5887 N. Ridge Ave.,PG,2017-07-01,Y,0,Senn Playlot Park
Pete's Dragon,375 W. Elm St.,PG,2017-07-01,Y,0,Seward Park
The Secret Life of Pets,3945 N. Springfield Ave.,PG,2017-07-02,Y,0,Independence Park
Captain America: Civil War,1246 W. 92nd St.,PG-13,2017-07-05,Y,0,Brainerd Park
Ghostbusters (2016),5010 W. 50th St.,PG-13,2017-07-05,Y,0,Vittum Park
Ghostbusters (2016),3939 W. 79th St.,PG-13,2017-07-06,Y,0,Bogan Park
Captain America: Civil War,8050 S. Chapel,PG-13,2017-07-06,Y,0,Rosenblum Park
National Treasure,1425 N. Damen Avenue,PG,2017-07-06,Y,0,Wicker Park
X-Men: Apocalypse,7140 S. Martin Luther King Dr.,PG-13,2017-07-07,Y,0,Meyering Playground Park
Fantastic Beasts and Where to Find Them,5085 W. Adams,PG-13,2017-07-07,Y,0,Moore Park
Sing,6871 W. Belden Ave.,PG,2017-07-07,Y,0,Rutherford Sayre Park
The Secret Life of Pets,2945 N. Kenosha Ave.,PG,2017-07-08,Y,0,Ken-Well Park
Queen of Katwe,1230 W. Greenleaf Ave.,PG,2017-07-08,Y,0,Loyola Park
Jaws,2021 N. Burling St.,PG,2017-07-08,Y,0,Oz Park
The Jungle Book,115 S. Sangamon St.,PG,2017-07-10,Y,0,"Bartelme, Mary Park"
Queen of Katwe,2200 N. Oakley Ave.,PG,2017-07-10,Y,0,Holstein Park
Apollo 13,3900 S. Lake Shore Dr.,PG,2017-07-10,Y,0,Oakwood Beach
Rogue One,630 N. Kingsbury St.,PG-13,2017-07-11,Y,0,A. Montgomery Ward Park
The Peanuts Movie,2460 W. 102nd St.,G,2017-07-11,Y,0,Beverly Park
Ovni/UFO,3501 N. Kilbourn Ave.,NR,2017-07-12,Y,0,Kilbourn Park
The Lego Movie,2045 N. Lincoln Park West,PG,2017-07-12,Y,0,Lincoln Park Cultural Center
The Secret Life of Pets,910 S. Aberdeen St.,PG,2017-07-12,Y,0,Sheridan Park
The Sandlot,3620 S.Lituanica Ave.,PG,2017-07-13,Y,0,Donovan Playground Park
Finding Dory,825 W. Sheridan Rd.,PG,2017-07-13,Y,0,Gill Park
The Secret Life of Pets,6500 S. Racine Ave.,PG,2017-07-13,Y,0,Ogden park
Sing,1401 S. Sacramento Dr.,PG,2017-07-14,Y,0,Douglas Park Cultural and Community Center
Sing,4320 W. 15th St.,PG,2017-07-14,Y,0,Franklin Park
The Secret Life of Pets,1330 E. 50th St.,PG,2017-07-14,Y,0,Kenwood Community Park
Rogue One,4921 N. Marine Drive,PG-13,2017-07-14,Y,0,Margate Park
Race,3111 East 77th St.,PG-13,2017-07-14,Y,0,Rainbow Beach & Park
La La Land,1801 S. Indiana Ave.,PG-13,2017-07-15,Y,0,Chicago Women's Park and Gardens
Madea's Tough Love,740 E. 56th Pl.,PG,2017-07-15,Y,0,DuSable Museum of African American History
Toy Story,2741 W. Montrose Ave.,PG,2017-07-15,Y,0,Horner Park
Fantastic Beasts and Where to Find Them,4247 W. 31st St.,PG-13,2017-07-16,Y,0,Piotrowski Park
The Princess Bride,9801 S. Ave G,PG,2017-07-17,Y,0,Calumet Park
Trolls,5100 N. Francisco Ave.,PG,2017-07-17,Y,0,River Park
Raiders of the Lost Ark,1357 S. Indiana Ave.,PG,2017-07-17,Y,0,Webster Park
La La Land,630 N. Kingsbury St.,PG-13,2017-07-18,Y,0,A. Montgomery Ward Park
The Angry Birds Movie,300 E. 31st St.,PG,2017-07-18,Y,0,Dunbar Park
Zootopia,2754-2860 S. Eleanor St.,PG,2017-07-18,Y,0,Park No. 571
Finding Dory,2318 N. Lavergne Ave.,PG,2017-07-19,Y,0,Blackhawk Park
Vengo Volviendo/Here and There,1119 W. Cullerton St.,NR,2017-07-19,Y,0,Dvorak Park
The Secret Life of Pets,1333 N. Laramie Ave.,PG,2017-07-19,Y,0,La Follette Park
Monster Trucks,8930 S. Muskegon Ave.,PG,2017-07-20,Y,0,Bessemer Park
The Secret Life of Pets,5656 S. St. Louis Ave.,PG,2017-07-20,Y,0,Senka Park
Zootopia,1640 N. Drake Ave.,PG,2017-07-20,Y,0,Simons Park
The Wicker Man,1425 N. Damen Avenue,PG-13,2017-07-20,Y,0,Wicker Park
The LEGO Batman Movie,3945 N. Springfield Ave.,PG,2017-07-21,Y,0,Independence Park
Trolls,2725 W. 41st St.,PG,2017-07-21,Y,0,Kelly Park
The Sandlot,3501 N. Kilbourn Ave.,PG,2017-07-21,Y,0,Kilbourn Park
Zootopia,3000 W. Argyle St.,PG,2017-07-21,Y,0,Ronan Park
Guardians of the Galaxy,3044 S. Bonfield St.,PG-13,2017-07-22,Y,0,Bosley Playground Park
Sing,9729 S.Yates Ave.,PG,2017-07-22,Y,0,Bradley Park
The Magnificent Seven (2016),8052 S. Damen Ave.,PG-13,2017-07-22,Y,0,Dawes Park
Fantastic Beasts and Where to Find Them,2708 W. Lawrence Ave.,PG-13,2017-07-22,Y,0,Gross Park
Kung Fu Panda 3,1820 W. Granville Ave.,PG,2017-07-23,Y,0,Emmerson Park
Arrival,1001 W. Wrightwood Ave.,PG-13,2017-07-23,Y,0,Jonquil Playlot Park
Sing,9801 S. Ave G,PG,2017-07-24,Y,0,Calumet Park
Steel Magnolias,5800 N. Lake Shore Dr.,PG,2017-07-24,Y,0,Osterman Beach
Airplane!,1601 N. Clark St.,PG,2017-07-25,Y,0,Chicago History Museum
The Lego Movie,2402 N. Washtenaw Ave.,PG,2017-07-25,Y,0,Haas Park
Big Hero 6,337 E. Randolph St.,PG,2017-07-25,Y,0,Maggie Daley Park
The Secret Life of Pets,3035 E. 130st St.,PG,2017-07-25,Y,0,Mann Park
Mrs. Doubtfire,6935 W. Addison St.,PG-13,2017-07-25,Y,0,Shabbona Park
Ice Age,2411 W. 55th St.,PG,2017-07-26,Y,0,Gage Park
Los Fabulosos Ma Mejores,2240 N. Kilbourn Ave.,NR,2017-07-26,Y,0,Hermosa Park
Finding Dory,412 W. Chicago Ave.,PG,2017-07-26,Y,0,Jesse White Community Center
Tyler Perry's Boo: A Madea Halloween,5610 W. Lake St.,PG-13,2017-07-27,Y,0,Austin Town Hall Park
Captain America,4701 N. Ashland Ave.,PG-13,2017-07-27,Y,0,Chase Park
Moana,6660 W. 52nd St.,PG,2017-07-27,Y,0,Normandy Playground Park
The Magnificent Seven (2016),1120 W. 122nd St.,PG-13,2017-07-27,Y,0,White (Edward H.) Park
Ferris Bueller's Day Off,3546 W. Addison St.,PG-13,2017-07-28,Y,0,Athletic Field Park
Sing,1215 E. 83rd St.,PG,2017-07-28,Y,0,Avalon Park
Tyler Perry's Boo: A Madea Halloween,965 W. 95th St.,PG-13,2017-07-28,Y,0,Oakdale Park
Moana,1552 W. Schreiber Ave.,PG,2017-07-28,Y,0,Schreiber Playground Park
The LEGO Batman Movie,2820 E. 98th St.,PG,2017-07-28,Y,0,Veteran's Memorial Park
A Monster in Paris,1824 S. Wood St.,PG,2017-07-29,Y,0,Harrison Park
The LEGO Batman Movie,4434 S. Lake Park Ave.,PG,2017-07-29,Y,0,Kennicott Park
Instructions Not Included,3325 E. 108th St.,PG-13,2017-07-29,Y,0,Wolfe Playground Park
Romeo + Juliet,5200 S. Hyde Park Blvd.,PG-13,2017-07-31,Y,0,Harold Washington Playlot Park
The Book of Life,2318 N. Lavergne Ave.,PG,2017-08-01,Y,0,Blackhawk Park
Southside With You,7655 S. Ingleside Ave.,PG-13,2017-08-01,Y,0,Grand Crossing Park
Beach Blanket Bingo (with Long Haired Hare),2500 W. Lunt Ave.,NR,2017-08-01,,0,Indian Boundary Park and Cultural Center
Sing,4233 W. 65th St.,PG,2017-08-01,Y,0,West Lawn Park
Independence Day: Resurgence,513 W. 72nd St.,PG-13,2017-08-02,Y,0,Hamilton Park
Yo soy un Politico/I am a Politicion,1230 W. Greenleaf Ave.,NR,2017-08-02,Y,0,Loyola Park
X-Men: Apocalypse,1501 W. Randolph St.,PG-13,2017-08-02,Y,0,Union Park
Moana,6743 S. Kedzie Ave.,PG,2017-08-03,Y,0,Marquette Park
Ice Age: Collision Course,361 E. 85th St.,PG,2017-08-03,Y,0,Nat King Cole Park
Jason Bourne,401 W. 123rd St.,PG-13,2017-08-03,Y,0,West Pullman Park
Moana,2650 W. Peterson Ave.,PG,2017-08-04,Y,0,Green Briar Park
Fences,6054 S. Damen Ave.,PG-13,2017-08-04,Y,0,Lindblom Park
Sing,5010 W. 50th St.,PG,2017-08-04,Y,0,Vittum Park
The Secret Life of Pets,6950 N. Hiawatha Ave.,PG,2017-08-04,Y,0,Wildwood Park
Jason Bourne,7340 S. East End Ave.,PG-13,2017-08-04,Y,0,Woodhull Playground Park
Moana,5861 N. Kostner Ave.,PG,2017-08-05,Y,0,Sauganash Park
Finding Dory,5887 N. Ridge Ave.,PG,2017-08-05,Y,0,Senn Playlot Park
August Rush,5100 N. Leavitt St,PG,2017-08-05,Y,0,Winnemac Park
Hidden Figures,1401 S. Sacramento Dr.,PG,2017-08-06,Y,0,Douglas Park Cultural and Community Center
Tomboy,825 W. Sheridan Rd.,NR,2017-08-06,Y,0,Gill Park
Finding Dory,6748 N. Sacramento Ave.,PG,2017-08-07,Y,0,Chippewa Park
Home Alone,3900 S. Lake Shore Dr.,PG,2017-08-07,Y,0,Oakwood Beach
The Wiz,7059 S. South Shore Drive,G,2017-08-07,Y,0,South Shore Cultural Center
Sully,630 N. Kingsbury St.,PG-13,2017-08-08,Y,0,A. Montgomery Ward Park
The LEGO Batman Movie,2611 N. Lockwood Ave.,PG,2017-08-08,Y,0,Cragin Park
Power Rangers,4430 S. Marshfield Ave.,PG-13,2017-08-08,Y,0,Davis Square Park
Moana,62 W. Roosevelt Rd.,PG,2017-08-08,Y,0,Roosevelt Park
Tyler Perry's Boo: A Madea Halloween,4433 W. Augusta Blvd.,PG-13,2017-08-09,Y,0,Augusta Park
Hidden Figures,9400 S. Greenwood Ave.,PG,2017-08-09,Y,0,Burnside Park
Zootopia,2725 W. 41st St.,PG,2017-08-09,,0,Kelly Park
Los Fabulosos Ma Mejores,4247 W. 31st St.,NR,2017-08-09,Y,0,Piotrowski Park
The Secret Life of Pets,1845 W. Rice St.,PG,2017-08-10,Y,0,Commercial Club Playground
I Am Not Your Negro,740 E. 56th Pl.,PG-13,2017-08-10,Y,0,DuSable Museum of African American History
Sing,5825 S. Kostner Ave,PG,2017-08-10,Y,0,Pasteur Park
Finding Dory,3660 W. 23rd St.,PG,2017-08-10,Y,0,Shedd Park
Sing,4345 S. Calumet Ave.,PG,2017-08-11,Y,0,Hadiya Pendleton Park
Hotel Transylvania,2725 W. 41st St.,PG,2017-08-11,Y,0,Kelly Park
Finding Dory,1640 N.Maplewood Ave.,PG,2017-08-11,Y,0,Maplewood Playlot Park
Central Intelligence,9912 S. Princeton Ave.,PG-13,2017-08-11,Y,0,Smith (Wendell) Playlot Park
Moana,1801 S. Indiana Ave.,PG,2017-08-12,Y,0,Chicago Women's Park and Gardens
The Sandlot,5446 S. Greenwood Ave.,PG,2017-08-12,Y,0,Stout Park
Trolls,7631 N. Ashland Ave.,PG,2017-08-12,Y,0,White (Willye B.) Park
Fantastic Beasts and Where to Find Them,1001 W. Wrightwood Ave.,PG-13,2017-08-13,Y,0,Jonquil Playlot Park
Close Encounters of the Third Kind,1521 S. Linn White Dr.,PG,2017-08-13,Y,0,Northerly Island
Lean On Me,9801 S. Ave G,PG-13,2017-08-14,Y,0,Calumet Park
Sing,7059 S. South Shore Drive,PG,2017-08-14,Y,0,South Shore Cultural Center
Almost Christmas,305 N. Kostner Ave.,PG-13,2017-08-14,Y,0,Tilton Park
The Sandlot,3020 N. Oak Park Ave.,PG,2017-08-15,Y,0,Bell Park
Big Hero 6,3035 N. Hoyne Ave.,PG,2017-08-15,Y,0,Hamlin Park
Hop,6312 W. Rosedale Ave.,PG,2017-08-15,Y,0,Rosedale Park
The BFG,115 S. Sangamon St.,PG,2017-08-16,Y,0,"Bartelme, Mary Park"
Space Jam,3259 N. Elston Ave.,PG,2017-08-16,Y,0,Brands Park
Zootopia,44 W. 15th St.,PG,2017-08-16,Y,0,Cotton Tail Park
The LEGO Batman Movie,6525 N. Hiawatha Ave.,PG,2017-08-17,Y,0,Edgebrook Park
Rudy,5100 N. Ridgeway Ave.,PG,2017-08-17,Y,0,Eugene Field Park
Frozen,3417 S. Hamiltion Ave.,PG,2017-08-17,Y,0,Hoyne Playground Park
The LEGO Batman Movie,2521 S. Washtenaw Ave.,PG,2017-08-17,Y,0,Washtenaw Park
Moana,49 E. 95th St.,PG,2017-08-18,Y,0,Abbott Park
La La Land,3945 N. Springfield Ave.,PG-13,2017-08-18,Y,0,Independence Park
Moana,5120 W. 44th St.,PG,2017-08-18,Y,0,LeClaire Courts-Hearst Community Park
The LEGO Batman Movie,2534 N. Greenview Ave.,PG,2017-08-18,Y,0,Wrightwood Park
Southside With You,740 E. 56th Pl.,PG-13,2017-08-19,Y,0,DuSable Museum of African American History
Sing,2636 N. Kimball Ave.,PG,2017-08-19,Y,0,Unity Playlot Park
Harry Potter and the Prisoner of Azkaban,1722 N. Ashland Ave.,PG,2017-08-19,Y,0,Walsh Playground Park
Moana,1001 W. Wrightwood Ave.,PG,2017-08-20,Y,0,Jonquil Playlot Park
Top Hat,3200 N. Lake Shore Dr.,NR,2017-08-21,,0,Belmont Harbor
Queen of Katwe,4501 N. Clarendon Ave.,PG,2017-08-21,Y,0,Clarendon Park Community Center
Rogue One,7059 S. South Shore Drive,PG-13,2017-08-21,Y,0,South Shore Cultural Center
The Secret Life of Pets,630 N. Kingsbury St.,PG,2017-08-22,Y,0,A. Montgomery Ward Park
City Slickers,1601 N. Clark St.,PG-13,2017-08-22,Y,0,Chicago History Museum
Sing,2402 N. Washtenaw Ave.,PG,2017-08-22,Y,0,Haas Park
Trolls,5210 W. 64th St.,PG,2017-08-22,Y,0,Lawler Park
Wall-E,44 W. 15th St.,G,2017-08-23,Y,0,Cotton Tail Park
The Secret Life of Pets,1518 W. 102nd Pl.,PG,2017-08-23,Y,0,Graver Park
Rogue One,2901 S. Poplar Ave.,PG-13,2017-08-23,Y,0,McGuane Park
Field of Dreams,5801 N. Natoma Ave.,PG,2017-08-24,Y,0,Norwood Park
Ghostbusters (2016),2540 W. Jackson Blvd.,PG-13,2017-08-24,Y,0,Park No. 574
Gone in 60 Seconds,1425 N. Damen Avenue,PG-13,2017-08-24,Y,0,Wicker Park
The Little Mermaid,3546 W. Addison St.,G,2017-08-25,Y,0,Athletic Field Park
Sing,4615 W. Jackson Blvd.,PG,2017-08-25,Y,0,Clark (John) Park
Trolls,4650 N. Lawndale Ave.,PG,2017-08-25,Y,0,Jensen Park
Wall-E,1001 W. Wrightwood Ave.,G,2017-08-25,Y,0,Jonquil Playlot Park
Ghostbusters (2016),201 E. 111th St.,PG-13,2017-08-25,Y,0,Palmer Park
The LEGO Batman Movie,1801 S. Indiana Ave.,PG,2017-08-26,Y,0,Chicago Women's Park and Gardens
The Wizard of Oz,2021 N. Burling St.,G,2017-08-26,Y,0,Oz Park
X-Men: Apocalypse,1419 W. Blackhawk St.,PG-13,2017-08-26,Y,0,Pulaski Park
The Sandlot,1330 W. Chicago Ave.,PG,2017-08-27,Y,0,Eckhart Park
April and the Extraordinary World,630 N. Kingsbury St.,PG,2017-08-28,Y,0,A. Montgomery Ward Park
The Manchurian Candidate,800 S. Columbus Dr.,PG-13,2017-08-28,Y,0,Grant Park: Grove 5
Queen of Katwe,7059 S. South Shore Drive,PG,2017-08-28,Y,0,South Shore Cultural Center
Chicago Onscreen Local Film Showcase,1521 S. Linn White Dr.,NR,2017-08-29,,0,Northerly Island Park
Tyler Perry's Boo: A Madea Halloween,3660 W. 23rd St.,PG-13,2017-08-29,Y,0,Shedd Park
Chicago Onscreen Local Film Showcase,2500 W. Lunt Ave.,NR,2017-08-30,,0,Indian Boundary Park and Cultural Center
Chicago Onscreen Local Film Showcase,2059 W. Irving Park Rd.,NR,2017-08-30,,0,Revere park
National Treasure,4701 N. Ashland Ave.,PG,2017-08-31,Y,0,Chase Park
Chicago Onscreen Local Film Showcase,3520 S. Cottage Grove Ave.,NR,2017-08-31,,0,Ellis Park
Chicago Onscreen Local Film Showcase,1425 N. Damen Ave.,NR,2017-08-31,,0,Wicker Park
Chicago Onscreen Local Film Showcase,9801 S. Ave G,NR,2017-09-01,,0,Calumet Park
Chicago Onscreen Local Film Showcase,1700 S. Wentworth Ave.,NR,2017-09-01,,0,Ping Tom Park
Chicago Onscreen Local Film Showcase,4701 N. Ashland Ave.,NR,2017-09-02,,0,Chase Park
Top Gun,5800 N. Lake Shore Dr.,PG,2017-09-04,Y,0,Osterman Beach
Moana,3035 N. Hoyne Ave.,PG,2017-09-07,Y,0,Hamlin Park
Black Panther,513 W. 72nd St.,PG-13,2018-08-05,Y,0,Hamilton Park
Justice League,5010 W. 50th St.,PG-13,2018-06-15,Y,0,Vittum Park
Star Wars: The Last Jedi,8930 S. Muskegon Ave.,PG-13,2018-07-22,Y,0,Bessemer Park
Donkey Skin (Peau d'ane),5800 N. Lake Shore Dr.,NR,2018-06-21,Y,0,Osterman Beach
Justice League,515 S. Washtenaw Ave.,PG-13,2018-06-21,Y,0,Altgeld Park
The Fate of the Furious,401 W. 123rd St.,PG-13,2018-08-16,Y,0,West Pullman Park
Cars 3,3309 S. Shields Ave.,G,2018-07-20,Y,0,Armour Square Park
Paddington 2,1001 W. Wrightwood Ave.,PG,2018-06-17,Y,0,Jonquil Playlot Park
9 to 5,5800 N. Lake Shore Dr.,PG,2018-07-16,Y,0,Osterman Beach
The Wizard of Oz,2021 N. Burling St.,G,2018-08-25,Y,0,Oz Park
Jumanji: Welcome to the Jungle,2725 W. 41st St.,PG-13,2018-06-29,Y,0,Kelly Park
LVEJO Film Showcase,2800 S. Sacramento Blvd.,NR,2018-08-12,N,0,La Villita Park
The Sandlot,4638 N. Melvina Ave.,PG,2018-07-06,Y,0,Dunham Park
The Post,630 N. Kingsbury St.,PG-13,2018-08-07,Y,0,A. Montgomery Ward Park
Wonder,3020 N. Oak Park Ave.,PG,2018-06-15,Y,0,Bell Park
Coco,6343 W. Irving Park Rd.,PG,2018-08-01,Y,0,Merrimac Park
Mary Poppins,1001 W. Wrightwood Ave.,G,2018-08-26,Y,0,Jonquil Playlot Park
Ghost,1425 N. Damen Avenue,PG-13,2018-07-05,Y,0,Wicker Park
Jumanji: Welcome to the Jungle,630 N. Kingsbury St.,PG-13,2018-06-19,Y,0,A. Montgomery Ward Park
Justice League,361 E. 85th St.,PG-13,2018-08-03,Y,0,Nat King Cole Park
Trolls,6748 N. Sacramento Ave.,PG,2018-07-30,Y,0,Chippewa Park
Cars 3,3325 E. 108th St.,G,2018-08-25,Y,0,Wolfe Playground Park
The Princess Bride,115 S. Sangamon St.,PG,2018-07-11,Y,0,"Bartelme, Mary Park"
Roman Holiday,1825 N. Damen Ave.,NR,2018-08-18,Y,0,Churchill Field Playlot Park
Spark: A Space Tail,2509 W. Irving Park Rd.,PG,2018-08-17,Y,0,Revere Park
Selena,2611 N. Lockwood Ave.,PG,2018-08-07,Y,0,Cragin Park
A Dog's Purpose,2210 W. Pershing Rd.,PG,2018-08-21,Y,0,McKinley Park
Elevator to the Gallows (Ascenseur pour l'Echafaud),740 E. 56th Pl.,NR,2018-08-23,Y,0,DuSable Museum of African American History
The Secret Life of Pets,1722 N. Ashland Ave.,PG,2018-08-12,Y,0,Walsh Playground Park
Back to the Future,1601 N. Clark St.,PG,2018-07-10,Y,0,Chicago History Museum
Coco,630 N. Kingsbury St.,PG,2018-08-21,Y,0,A. Montgomery Ward Park
The Wiz,5200 S. Hyde Park Blvd.,G,2018-07-23,Y,0,Harold Washington Playlot Park
Jumanji: Welcome to the Jungle,1817 W. 96th Street,PG-13,2018-08-01,Y,0,Ridge Park
